"Date";"H";"Datenum"
"1816-05-15";2.5;1
"1816-05-16";2.41;2
"1816-05-17";2.33;3
"1816-05-18";2.36;4
"1816-05-19";2.5;5
"1816-05-20";2.67;6
"1816-05-21";2.67;7
"1816-05-22";3.08;8
"1816-05-23";3;9
"1816-05-24";3;10
"1816-05-25";3;11
"1816-05-26";3;12
"1816-05-27";3;13
"1816-05-28";3.19;14
"1816-05-29";3.19;15
"1816-05-30";3;16
"1816-05-31";2.75;17
"1816-06-01";2.67;18
"1816-06-02";2.47;19
"1816-06-03";2.33;20
"1816-06-04";2.17;21
"1816-06-05";2.08;22
"1816-06-06";2.08;23
"1816-06-07";2.08;24
"1816-06-08";1.92;25
"1816-06-09";1.75;26
"1816-06-10";1.58;27
"1816-06-11";2;28
"1816-06-12";2.17;29
"1816-06-13";2.41;30
"1816-06-14";2.33;31
"1816-06-15";2.33;32
"1816-06-16";2.5;33
"1816-06-17";2.84;34
"1816-06-18";3.17;35
"1816-06-19";3.39;36
"1816-06-20";3.39;37
"1816-06-21";3.08;38
"1816-06-22";2.89;39
"1816-06-23";2.84;40
"1816-06-24";2.84;41
"1816-06-25";2.98;42
"1816-06-26";3.08;43
"1816-06-27";2.95;44
"1816-06-28";2.84;45
"1816-06-29";3.39;46
"1816-06-30";3.84;47
"1816-07-01";4.03;48
"1816-07-02";3.73;49
"1816-07-03";3.73;50
"1816-07-04";3.98;51
"1816-07-05";3.75;52
"1816-07-06";3.25;53
"1816-07-07";3.03;54
"1816-07-08";3;55
"1816-07-09";3.03;56
"1816-07-10";3.22;57
"1816-07-11";3.25;58
"1816-07-12";3.5;59
"1816-07-13";3.39;60
"1816-07-14";3.5;61
"1816-07-15";3.47;62
"1816-07-16";3.19;63
"1816-07-17";3.06;64
"1816-07-18";3.67;65
"1816-07-19";3.92;66
"1816-07-20";3.75;67
"1816-07-21";3.33;68
"1816-07-22";3.08;69
"1816-07-23";3.11;70
"1816-07-24";3.17;71
"1816-07-25";3.33;72
"1816-07-26";3.64;73
"1816-07-27";3.55;74
"1816-07-28";2.84;75
"1816-07-29";2.52;76
"1816-07-30";2.5;77
"1816-07-31";3.7;78
"1816-08-01";4.25;79
"1816-08-02";5.25;80
"1816-08-03";5.08;81
"1816-08-04";4.86;82
"1816-08-05";4.61;83
"1816-08-06";3.67;84
"1816-08-07";3.52;85
"1816-08-08";4.19;86
"1816-08-09";3.5;87
"1816-08-10";3.11;88
"1816-08-11";2.89;89
"1816-08-12";2.95;90
"1816-08-13";2.92;91
"1816-08-14";2.84;92
"1816-08-15";2.78;93
"1816-08-16";2.81;94
"1816-08-17";2.84;95
"1816-08-18";3;96
"1816-08-19";2.92;97
"1816-08-20";2.61;98
"1816-08-21";2.58;99
"1816-08-22";2.6;100
"1816-08-23";2.28;101
"1816-08-24";2.17;102
"1816-08-25";2.03;103
"1816-08-26";1.86;104
"1816-08-27";1.75;105
"1816-08-28";1.58;106
"1816-08-29";1.47;107
"1816-08-30";1.41;108
"1816-08-31";1.33;109
"1816-09-01";1.33;110
"1816-09-02";1.39;111
"1816-09-03";1.5;112
"1816-09-04";1.58;113
"1816-09-05";1.5;114
"1816-09-06";1.39;115
"1816-09-07";1.33;116
"1816-09-08";1.61;117
"1816-09-09";1.89;118
"1816-09-10";2.06;119
"1816-09-11";1.92;120
"1816-09-12";1.89;121
"1816-09-13";1.86;122
"1816-09-14";2.06;123
"1816-09-15";2.25;124
"1816-09-16";2.17;125
"1816-09-17";2.03;126
"1816-09-18";2;127
"1816-09-19";1.95;128
"1816-09-20";1.78;129
"1816-09-21";1.67;130
"1816-09-22";1.67;131
"1816-09-23";1.67;132
"1816-09-24";1.61;133
"1816-09-25";1.58;134
"1816-09-26";1.44;135
"1816-09-27";1.31;136
"1816-09-28";1.22;137
"1816-09-29";1.19;138
"1816-09-30";1.11;139
"1816-10-01";1.03;140
"1816-10-02";0.98;141
"1816-10-03";0.92;142
"1816-10-04";0.86;143
"1816-10-05";0.84;144
"1816-10-06";0.81;145
"1816-10-07";0.78;146
"1816-10-08";0.78;147
"1816-10-09";0.75;148
"1816-10-10";0.75;149
"1816-10-11";0.73;150
"1816-10-12";0.7;151
"1816-10-13";0.67;152
"1816-10-14";0.67;153
"1816-10-15";0.64;154
"1816-10-16";0.61;155
"1816-10-17";0.58;156
"1816-10-18";0.55;157
"1816-10-19";0.5;158
"1816-10-20";0.47;159
"1816-10-21";0.46;160
"1816-10-22";0.41;161
"1816-10-23";0.44;162
"1816-10-24";0.39;163
"1816-10-25";0.36;164
"1816-10-26";0.39;165
"1816-10-27";1.15;166
"1816-10-28";2;167
"1816-10-29";2;168
"1816-10-30";1.41;169
"1816-10-31";1.48;170
"1816-11-01";2.67;171
"1816-11-02";2.92;172
"1816-11-03";2.17;173
"1816-11-04";1.5;174
"1816-11-05";3.47;175
"1816-11-06";3.14;176
"1816-11-07";3.08;177
"1816-11-08";3.98;178
"1816-11-09";4.67;179
"1816-11-10";4.33;180
"1816-11-11";3.67;181
"1816-11-12";3.39;182
"1816-11-13";3.25;183
"1816-11-14";3.08;184
"1816-11-15";3.22;185
"1816-11-16";3.58;186
"1816-11-17";4;187
"1816-11-18";4.08;188
"1816-11-19";3.67;189
"1816-11-20";3.52;190
"1816-11-21";3.33;191
"1816-11-22";3.17;192
"1816-11-23";2.89;193
"1816-11-24";3.17;194
"1816-11-25";4.06;195
"1816-11-26";3.81;196
"1816-11-27";3.33;197
"1816-11-28";2.84;198
"1816-11-29";2.67;199
"1816-11-30";2.5;200
"1816-12-01";2.28;201
"1816-12-02";1.84;202
"1816-12-03";1.67;203
"1816-12-04";1.47;204
"1816-12-05";1.28;205
"1816-12-06";1.14;206
"1816-12-07";1.03;207
"1816-12-08";1;208
"1816-12-09";1;209
"1816-12-10";0.95;210
"1816-12-11";0.89;211
"1816-12-12";0.7;212
"1816-12-13";0.89;213
"1816-12-14";0.84;214
"1816-12-15";1.86;215
"1816-12-16";2.58;216
"1816-12-17";2.28;217
"1816-12-18";2.22;218
"1816-12-19";2.19;219
"1816-12-20";2.95;220
"1816-12-21";3.33;221
"1816-12-22";2.78;222
"1816-12-23";2.58;223
"1816-12-24";2.5;224
"1816-12-25";2.44;225
"1816-12-26";2.39;226
"1816-12-27";2.33;227
"1816-12-28";2.33;228
"1816-12-29";2.26;229
"1816-12-30";2;230
"1816-12-31";1.84;231
"1817-01-01";1.61;232
"1817-01-02";1.55;233
"1817-01-03";1.5;234
"1817-01-04";1.44;235
"1817-01-05";1.5;236
"1817-01-06";1.39;237
"1817-01-07";1.19;238
"1817-01-08";1.44;239
"1817-01-09";1.5;240
"1817-01-10";2.41;241
"1817-01-11";1.28;242
"1817-01-12";1.17;243
"1817-01-13";1.06;244
"1817-01-14";0.95;245
"1817-01-15";0.84;246
"1817-01-16";0.78;247
"1817-01-17";0.75;248
"1817-01-18";0.84;249
"1817-01-19";2.17;250
"1817-01-20";2.95;251
"1817-01-21";4.17;252
"1817-01-22";3.89;253
"1817-01-23";3.28;254
"1817-01-24";2.92;255
"1817-01-25";2.41;256
"1817-01-26";2.41;257
"1817-01-27";2.5;258
"1817-01-28";2.33;259
"1817-01-29";2.25;260
"1817-01-30";2.17;261
"1817-01-31";2.03;262
"1817-02-01";1.89;263
"1817-02-02";1.73;264
"1817-02-03";1.5;265
"1817-02-04";1.36;266
"1817-02-05";1.17;267
"1817-02-06";1.06;268
"1817-02-07";1;269
"1817-02-08";0.95;270
"1817-02-09";0.84;271
"1817-02-10";0.78;272
"1817-02-11";0.75;273
"1817-02-12";0.75;274
"1817-02-13";0.73;275
"1817-02-14";0.73;276
"1817-02-15";0.78;277
"1817-02-16";0.81;278
"1817-02-17";0.92;279
"1817-02-18";1.06;280
"1817-02-19";1.11;281
"1817-02-20";1.19;282
"1817-02-21";1.08;283
"1817-02-22";1.06;284
"1817-02-23";1;285
"1817-02-24";1;286
"1817-02-25";1;287
"1817-02-26";1.06;288
"1817-02-27";1.39;289
"1817-02-28";1.41;290
"1817-03-01";1.41;291
"1817-03-02";1.5;292
"1817-03-03";1.47;293
"1817-03-04";1.55;294
"1817-03-05";2;295
"1817-03-06";3.41;296
"1817-03-07";3.84;297
"1817-03-08";3.25;298
"1817-03-09";3.28;299
"1817-03-10";3.41;300
"1817-03-11";3.98;301
"1817-03-12";3.75;302
"1817-03-13";3.58;303
"1817-03-14";3.39;304
"1817-03-15";3.3;305
"1817-03-16";3.19;306
"1817-03-17";3.08;307
"1817-03-18";2.75;308
"1817-03-19";2.67;309
"1817-03-20";2.5;310
"1817-03-21";2.33;311
"1817-03-22";2.08;312
"1817-03-23";1.67;313
"1817-03-24";1.5;314
"1817-03-25";1.22;315
"1817-03-26";1.08;316
"1817-03-27";1.31;317
"1817-03-28";0.95;318
"1817-03-29";0.92;319
"1817-03-30";0.95;320
"1817-03-31";0.95;321
"1817-04-01";0.92;322
"1817-04-02";0.895;323
"1817-04-03";1.03;324
"1817-04-04";1.03;325
"1817-04-05";0.98;326
"1817-04-06";0.98;327
"1817-04-07";0.98;328
"1817-04-08";1;329
"1817-04-09";0.95;330
"1817-04-10";0.92;331
"1817-04-11";0.89;332
"1817-04-12";0.89;333
"1817-04-13";0.78;334
"1817-04-14";0.67;335
"1817-04-15";0.67;336
"1817-04-16";0.61;337
"1817-04-17";0.55;338
"1817-04-18";0.52;339
"1817-04-19";0.5;340
"1817-04-20";0.5;341
"1817-04-21";0.5;342
"1817-04-22";0.44;343
"1817-04-23";0.41;344
"1817-04-24";0.39;345
"1817-04-25";0.39;346
"1817-04-26";0.39;347
"1817-04-27";0.39;348
"1817-04-28";0.39;349
"1817-04-29";0.41;350
"1817-04-30";0.39;351
"1817-05-01";0.36;352
"1817-05-02";0.31;353
"1817-05-03";0.36;354
"1817-05-04";0.41;355
"1817-05-05";0.52;356
"1817-05-06";0.81;357
"1817-05-07";0.84;358
"1817-05-08";0.84;359
"1817-05-09";1;360
"1817-05-10";1.08;361
"1817-05-11";1.33;362
"1817-05-12";1.5;363
"1817-05-13";1.73;364
"1817-05-14";1.73;365
"1817-05-15";1.41;366
"1817-05-16";1.39;367
"1817-05-17";1.5;368
"1817-05-18";1.58;369
"1817-05-19";1.84;370
"1817-05-20";1.92;371
"1817-05-21";2.08;372
"1817-05-22";2.41;373
"1817-05-23";2.25;374
"1817-05-24";2.17;375
"1817-05-25";2.06;376
"1817-05-26";2.5;377
"1817-05-27";2.75;378
"1817-05-28";2.67;379
"1817-05-29";2.5;380
"1817-05-30";2.25;381
"1817-05-31";2.17;382
"1817-06-01";2;383
"1817-06-02";1.84;384
"1817-06-03";1.75;385
"1817-06-04";1.33;386
"1817-06-05";1.33;387
"1817-06-06";1.28;388
"1817-06-07";1.39;389
"1817-06-08";1.5;390
"1817-06-09";1.75;391
"1817-06-10";1.89;392
"1817-06-11";2.08;393
"1817-06-12";2.08;394
"1817-06-13";2.03;395
"1817-06-14";2;396
"1817-06-15";1.86;397
"1817-06-16";1.92;398
"1817-06-17";1.84;399
"1817-06-18";1.84;400
"1817-06-19";1.73;401
"1817-06-20";1.73;402
"1817-06-21";1.73;403
"1817-06-22";1.84;404
"1817-06-23";2;405
"1817-06-24";2.06;406
"1817-06-25";2.17;407
"1817-06-26";2.17;408
"1817-06-27";2.25;409
"1817-06-28";2.25;410
"1817-06-29";2.25;411
"1817-06-30";2.33;412
"1817-07-01";2.17;413
"1817-07-02";2.08;414
"1817-07-03";2.06;415
"1817-07-04";2;416
"1817-07-05";2;417
"1817-07-06";2.17;418
"1817-07-07";2.33;419
"1817-07-08";2.58;420
"1817-07-09";2.17;421
"1817-07-10";2.33;422
"1817-07-11";2.41;423
"1817-07-12";2.5;424
"1817-07-13";2.41;425
"1817-07-14";2.33;426
"1817-07-15";2.22;427
"1817-07-16";2;428
"1817-07-17";1.61;429
"1817-07-18";2.61;430
"1817-07-19";2.84;431
"1817-07-20";2.5;432
"1817-07-21";2.38;433
"1817-07-22";2.05;434
"1817-07-23";2.17;435
"1817-07-24";2.08;436
"1817-07-25";2;437
"1817-07-26";1.92;438
"1817-07-27";1.84;439
"1817-07-28";1.75;440
"1817-07-29";1.55;441
"1817-07-30";1.5;442
"1817-07-31";1.52;443
"1817-08-01";1.39;444
"1817-08-02";1.44;445
"1817-08-03";1.39;446
"1817-08-04";1.33;447
"1817-08-05";1.33;448
"1817-08-06";1.33;449
"1817-08-07";1.28;450
"1817-08-08";1.28;451
"1817-08-09";1.33;452
"1817-08-10";1.41;453
"1817-08-11";1.41;454
"1817-08-12";1.33;455
"1817-08-13";1.33;456
"1817-08-14";1.28;457
"1817-08-15";1.41;458
"1817-08-16";1.39;459
"1817-08-17";1.33;460
"1817-08-18";1.28;461
"1817-08-19";1.25;462
"1817-08-20";1.22;463
"1817-08-21";1.26;464
"1817-08-22";1.17;465
"1817-08-23";1.11;466
"1817-08-24";1.08;467
"1817-08-25";1.08;468
"1817-08-26";1.06;469
"1817-08-27";2.44;470
"1817-08-28";2.82;471
"1817-08-29";3.17;472
"1817-08-30";3.41;473
"1817-08-31";3;474
"1817-09-01";2.75;475
"1817-09-02";2.5;476
"1817-09-03";2.11;477
"1817-09-04";2;478
"1817-09-05";1.84;479
"1817-09-06";1.67;480
"1817-09-07";1.44;481
"1817-09-08";1.31;482
"1817-09-09";1.17;483
"1817-09-10";1.08;484
"1817-09-11";1;485
"1817-09-12";0.95;486
"1817-09-13";0.89;487
"1817-09-14";0.84;488
"1817-09-15";0.84;489
"1817-09-16";0.81;490
"1817-09-17";0.75;491
"1817-09-18";0.92;492
"1817-09-19";0.92;493
"1817-09-20";0.89;494
"1817-09-21";0.86;495
"1817-09-22";0.86;496
"1817-09-23";1.08;497
"1817-09-24";1.33;498
"1817-09-25";0.92;499
"1817-09-26";0.92;500
"1817-09-27";0.78;501
"1817-09-28";0.84;502
"1817-09-29";0.78;503
"1817-09-30";0.79;504
"1817-10-01";0.67;505
"1817-10-02";0.67;506
"1817-10-03";0.67;507
"1817-10-04";0.73;508
"1817-10-05";0.78;509
"1817-10-06";0.92;510
"1817-10-07";0.86;511
"1817-10-08";0.78;512
"1817-10-09";0.73;513
"1817-10-10";0.67;514
"1817-10-11";0.61;515
"1817-10-12";0.58;516
"1817-10-13";0.52;517
"1817-10-14";0.5;518
"1817-10-15";0.5;519
"1817-10-16";0.5;520
"1817-10-17";0.5;521
"1817-10-18";0.58;522
"1817-10-19";1;523
"1817-10-20";1.39;524
"1817-10-21";1.17;525
"1817-10-22";0.84;526
"1817-10-23";0.75;527
"1817-10-24";0.67;528
"1817-10-25";0.61;529
"1817-10-26";0.55;530
"1817-10-27";0.5;531
"1817-10-28";0.5;532
"1817-10-29";0.58;533
"1817-10-30";0.67;534
"1817-10-31";0.67;535
"1817-11-01";0.58;536
"1817-11-02";0.55;537
"1817-11-03";0.5;538
"1817-11-04";0.44;539
"1817-11-05";0.39;540
"1817-11-06";0.33;541
"1817-11-07";0.41;542
"1817-11-08";0.84;543
"1817-11-09";3.58;544
"1817-11-10";2.41;545
"1817-11-11";3.08;546
"1817-11-12";1.92;547
"1817-11-13";2.08;548
"1817-11-14";3.17;549
"1817-11-15";2.33;550
"1817-11-16";2.55;551
"1817-11-17";2.08;552
"1817-11-18";1.84;553
"1817-11-19";1.55;554
"1817-11-20";1.5;555
"1817-11-21";1.5;556
"1817-11-22";1.17;557
"1817-11-23";1;558
"1817-11-24";0.84;559
"1817-11-25";0.67;560
"1817-11-26";0.61;561
"1817-11-27";0.58;562
"1817-11-28";0.58;563
"1817-11-29";0.5;564
"1817-11-30";0.44;565
"1817-12-01";0.39;566
"1817-12-02";0.33;567
"1817-12-03";0.33;568
"1817-12-04";0.44;569
"1817-12-05";0.5;570
"1817-12-06";0.44;571
"1817-12-07";0.39;572
"1817-12-08";0.28;573
"1817-12-09";0.28;574
"1817-12-10";0.28;575
"1817-12-11";0.41;576
"1817-12-12";0.61;577
"1817-12-13";0.58;578
"1817-12-14";0.58;579
"1817-12-15";0.58;580
"1817-12-16";0.55;581
"1817-12-17";0.67;582
"1817-12-18";0.78;583
"1817-12-19";1;584
"1817-12-20";1.17;585
"1817-12-21";1.33;586
"1817-12-22";1.5;587
"1817-12-23";1.58;588
"1817-12-24";1.5;589
"1817-12-25";1.41;590
"1817-12-26";1.5;591
"1817-12-27";1.33;592
"1817-12-28";1.17;593
"1817-12-29";1;594
"1817-12-30";0.84;595
"1817-12-31";0.67;596
"1818-01-01";0.75;597
"1818-01-02";1.25;598
"1818-01-03";1.25;599
"1818-01-04";1.33;600
"1818-01-05";1.41;601
"1818-01-06";1.5;602
"1818-01-07";1.58;603
"1818-01-08";1.33;604
"1818-01-09";1.08;605
"1818-01-10";0.84;606
"1818-01-11";0.75;607
"1818-01-12";0.67;608
"1818-01-13";0.75;609
"1818-01-14";0.81;610
"1818-01-15";0.92;611
"1818-01-16";0.95;612
"1818-01-17";1;613
"1818-01-18";1.08;614
"1818-01-19";1.11;615
"1818-01-20";1.17;616
"1818-01-21";1.33;617
"1818-01-22";1.25;618
"1818-01-23";1.17;619
"1818-01-24";1.06;620
"1818-01-25";1;621
"1818-01-26";0.84;622
"1818-01-27";1.11;623
"1818-01-28";1.06;624
"1818-01-29";1.08;625
"1818-01-30";1.08;626
"1818-01-31";1.17;627
"1818-02-01";1.5;628
"1818-02-02";1.5;629
"1818-02-03";1.5;630
"1818-02-04";1.58;631
"1818-02-05";1.67;632
"1818-02-06";1.67;633
"1818-02-07";1.84;634
"1818-02-08";2;635
"1818-02-09";2.5;636
"1818-02-10";2.33;637
"1818-02-11";2.17;638
"1818-02-12";2;639
"1818-02-13";1.95;640
"1818-02-14";1.89;641
"1818-02-15";1.73;642
"1818-02-16";1.55;643
"1818-02-17";1.33;644
"1818-02-18";1.17;645
"1818-02-19";1;646
"1818-02-20";0.78;647
"1818-02-21";0.84;648
"1818-02-22";0.84;649
"1818-02-23";0.75;650
"1818-02-24";0.84;651
"1818-02-25";1.17;652
"1818-02-26";1.33;653
"1818-02-27";1.41;654
"1818-02-28";1.58;655
"1818-03-01";1.67;656
"1818-03-02";1.81;657
"1818-03-03";1.84;658
"1818-03-04";1.02;659
"1818-03-05";1.84;660
"1818-03-06";1.92;661
"1818-03-07";2.67;662
"1818-03-08";2.92;663
"1818-03-09";2.81;664
"1818-03-10";2.81;665
"1818-03-11";3.78;666
"1818-03-12";3.58;667
"1818-03-13";3.67;668
"1818-03-14";3.78;669
"1818-03-15";4;670
"1818-03-16";3.67;671
"1818-03-17";3.5;672
"1818-03-18";3.47;673
"1818-03-19";3.52;674
"1818-03-20";3.25;675
"1818-03-21";3;676
"1818-03-22";2.89;677
"1818-03-23";2.95;678
"1818-03-24";2.67;679
"1818-03-25";2.52;680
"1818-03-26";2.39;681
"1818-03-27";2.33;682
"1818-03-28";2.01;683
"1818-03-29";2.28;684
"1818-03-30";2.11;685
"1818-03-31";2.95;686
"1818-04-01";2;687
"1818-04-02";1.95;688
"1818-04-03";1.84;689
"1818-04-04";1.67;690
"1818-04-05";1.58;691
"1818-04-06";1.5;692
"1818-04-07";1.39;693
"1818-04-08";1.33;694
"1818-04-09";1.33;695
"1818-04-10";1.5;696
"1818-04-11";1.67;697
"1818-04-12";1.84;698
"1818-04-13";1.92;699
"1818-04-14";2.17;700
"1818-04-15";2.58;701
"1818-04-16";2.22;702
"1818-04-17";1.95;703
"1818-04-18";2.67;704
"1818-04-19";2.77;705
"1818-04-20";2.75;706
"1818-04-21";2.01;707
"1818-04-22";1.92;708
"1818-04-23";1.84;709
"1818-04-24";2.08;710
"1818-04-25";2.67;711
"1818-04-26";3.41;712
"1818-04-27";4.33;713
"1818-04-28";3.67;714
"1818-04-29";3.33;715
"1818-04-30";3.25;716
"1818-05-01";3.17;717
"1818-05-02";3.17;718
"1818-05-03";2.92;719
"1818-05-04";2.75;720
"1818-05-05";3.33;721
"1818-05-06";3.25;722
"1818-05-07";3.25;723
"1818-05-08";3;724
"1818-05-09";3;725
"1818-05-10";3.5;726
"1818-05-11";3.75;727
"1818-05-12";3.84;728
"1818-05-13";3.67;729
"1818-05-14";3.5;730
"1818-05-15";3.41;731
"1818-05-16";3.33;732
"1818-05-17";3.25;733
"1818-05-18";3.08;734
"1818-05-19";3;735
"1818-05-20";2.92;736
"1818-05-21";2.84;737
"1818-05-22";3;738
"1818-05-23";2.84;739
"1818-05-24";2.67;740
"1818-05-25";2.5;741
"1818-05-26";2.33;742
"1818-05-27";2.38;743
"1818-05-28";2.58;744
"1818-05-29";2.58;745
"1818-05-30";2.17;746
"1818-05-31";2;747
"1818-06-01";1.92;748
"1818-06-02";1.75;749
"1818-06-03";1.67;750
"1818-06-04";1.58;751
"1818-06-05";1.5;752
"1818-06-06";1.5;753
"1818-06-07";1.58;754
"1818-06-08";1.75;755
"1818-06-09";1.84;756
"1818-06-10";1.75;757
"1818-06-11";1.67;758
"1818-06-12";1.58;759
"1818-06-13";1.58;760
"1818-06-14";1.67;761
"1818-06-15";1.67;762
"1818-06-16";1.67;763
"1818-06-17";1.67;764
"1818-06-18";1.67;765
"1818-06-19";1.67;766
"1818-06-20";1.75;767
"1818-06-21";1.84;768
"1818-06-22";1.75;769
"1818-06-23";1.84;770
"1818-06-24";1.67;771
"1818-06-25";1.58;772
"1818-06-26";1.5;773
"1818-06-27";1.58;774
"1818-06-28";1.58;775
"1818-06-29";1.5;776
"1818-06-30";1.5;777
"1818-07-01";1.5;778
"1818-07-02";1.5;779
"1818-07-03";1.41;780
"1818-07-04";1.41;781
"1818-07-05";1.33;782
"1818-07-06";1.33;783
"1818-07-07";1.25;784
"1818-07-08";1.17;785
"1818-07-09";1.17;786
"1818-07-10";1.17;787
"1818-07-11";1.17;788
"1818-07-12";1.08;789
"1818-07-13";1.08;790
"1818-07-14";1.08;791
"1818-07-15";1;792
"1818-07-16";1;793
"1818-07-17";1;794
"1818-07-18";1;795
"1818-07-19";1;796
"1818-07-20";0.92;797
"1818-07-21";0.92;798
"1818-07-22";1.08;799
"1818-07-23";1.08;800
"1818-07-24";1;801
"1818-07-25";0.92;802
"1818-07-26";0.92;803
"1818-07-27";1;804
"1818-07-28";1;805
"1818-07-29";1.08;806
"1818-07-30";1.17;807
"1818-07-31";1.08;808
"1818-08-01";1;809
"1818-08-02";0.92;810
"1818-08-03";0.84;811
"1818-08-04";0.84;812
"1818-08-05";0.75;813
"1818-08-06";0.75;814
"1818-08-07";0.84;815
"1818-08-08";0.84;816
"1818-08-09";0.84;817
"1818-08-10";0.84;818
"1818-08-11";0.84;819
"1818-08-12";0.84;820
"1818-08-13";1.25;821
"1818-08-14";1.17;822
"1818-08-15";1;823
"1818-08-16";0.84;824
"1818-08-17";0.75;825
"1818-08-18";0.67;826
"1818-08-19";0.67;827
"1818-08-20";1.5;828
"1818-08-21";1.25;829
"1818-08-22";1;830
"1818-08-23";0.84;831
"1818-08-24";0.75;832
"1818-08-25";0.67;833
"1818-08-26";0.58;834
"1818-08-27";0.58;835
"1818-08-28";0.5;836
"1818-08-29";0.41;837
"1818-08-30";0.41;838
"1818-08-31";0.5;839
"1818-09-01";0.5;840
"1818-09-02";0.58;841
"1818-09-03";0.58;842
"1818-09-04";0.58;843
"1818-09-05";0.58;844
"1818-09-06";0.58;845
"1818-09-07";0.58;846
"1818-09-08";0.67;847
"1818-09-09";0.84;848
"1818-09-10";0.92;849
"1818-09-11";0.92;850
"1818-09-12";0.84;851
"1818-09-13";0.84;852
"1818-09-14";0.75;853
"1818-09-15";0.67;854
"1818-09-16";0.58;855
"1818-09-17";0.5;856
"1818-09-18";0.41;857
"1818-09-19";0.58;858
"1818-09-20";0.84;859
"1818-09-21";0.67;860
"1818-09-22";0.5;861
"1818-09-23";0.5;862
"1818-09-24";0.5;863
"1818-09-25";0.75;864
"1818-09-26";0.84;865
"1818-09-27";0.67;866
"1818-09-28";0.58;867
"1818-09-29";0.5;868
"1818-09-30";0.5;869
"1818-10-01";1.92;870
"1818-10-02";1;871
"1818-10-03";0.84;872
"1818-10-04";0.75;873
"1818-10-05";0.67;874
"1818-10-06";0.67;875
"1818-10-07";1;876
"1818-10-08";2.84;877
"1818-10-09";2.33;878
"1818-10-10";2;879
"1818-10-11";1.75;880
"1818-10-12";1.67;881
"1818-10-13";1.58;882
"1818-10-14";1.5;883
"1818-10-15";1.41;884
"1818-10-16";1.17;885
"1818-10-17";1.08;886
"1818-10-18";1;887
"1818-10-19";0.84;888
"1818-10-20";0.75;889
"1818-10-21";0.67;890
"1818-10-22";0.58;891
"1818-10-23";0.5;892
"1818-10-24";0.41;893
"1818-10-25";0.41;894
"1818-10-26";0.33;895
"1818-10-27";0.33;896
"1818-10-28";0.33;897
"1818-10-29";0.25;898
"1818-10-30";0.25;899
"1818-10-31";0.17;900
"1818-11-01";0.17;901
"1818-11-02";0.17;902
"1818-11-03";0.17;903
"1818-11-04";0.08;904
"1818-11-05";0.08;905
"1818-11-06";1.84;906
"1818-11-07";0.92;907
"1818-11-08";0.58;908
"1818-11-09";0.33;909
"1818-11-10";0.25;910
"1818-11-11";0.25;911
"1818-11-12";0.17;912
"1818-11-13";0.17;913
"1818-11-14";0.41;914
"1818-11-15";0.67;915
"1818-11-16";0.58;916
"1818-11-17";0.41;917
"1818-11-18";0.41;918
"1818-11-19";1.33;919
"1818-11-20";1.41;920
"1818-11-21";1.08;921
"1818-11-22";1.17;922
"1818-11-23";1.17;923
"1818-11-24";1.08;924
"1818-11-25";1.08;925
"1818-11-26";1;926
"1818-11-27";0.84;927
"1818-11-28";0.67;928
"1818-11-29";0.5;929
"1818-11-30";0.5;930
"1818-12-01";0.41;931
"1818-12-02";0.41;932
"1818-12-03";0.67;933
"1818-12-04";1.08;934
"1818-12-05";1.84;935
"1818-12-06";1.33;936
"1818-12-07";1.17;937
"1818-12-08";1.08;938
"1818-12-09";1;939
"1818-12-10";0.84;940
"1818-12-11";0.75;941
"1818-12-12";0.67;942
"1818-12-13";0.5;943
"1818-12-14";0.41;944
"1818-12-15";0.33;945
"1818-12-16";0.25;946
"1818-12-17";0.33;947
"1818-12-18";0.33;948
"1818-12-19";0.25;949
"1818-12-20";0.25;950
"1818-12-21";0.17;951
"1818-12-22";0.17;952
"1818-12-23";0.17;953
"1818-12-24";0.08;954
"1818-12-25";0.08;955
"1818-12-26";0;956
"1818-12-27";0;957
"1818-12-28";-0.06;958
"1818-12-29";-0.11;959
"1818-12-30";-0.17;960
"1818-12-31";-0.22;961
"1819-01-01";-0.22;962
"1819-01-02";-0.22;963
"1819-01-03";-0.25;964
"1819-01-04";-0.25;965
"1819-01-05";-0.25;966
"1819-01-06";-0.25;967
"1819-01-07";-0.25;968
"1819-01-08";-0.25;969
"1819-01-09";-0.25;970
"1819-01-10";0;971
"1819-01-11";0.25;972
"1819-01-12";0.08;973
"1819-01-13";0;974
"1819-01-14";-0.08;975
"1819-01-15";-0.08;976
"1819-01-16";-0.08;977
"1819-01-17";-0.07;978
"1819-01-18";0.08;979
"1819-01-19";0.25;980
"1819-01-20";0.25;981
"1819-01-21";0.5;982
"1819-01-22";0.5;983
"1819-01-23";0.41;984
"1819-01-24";0.41;985
"1819-01-25";0.5;986
"1819-01-26";0.5;987
"1819-01-27";0.67;988
"1819-01-28";1.25;989
"1819-01-29";2;990
"1819-01-30";1.5;991
"1819-01-31";1.25;992
"1819-02-01";1;993
"1819-02-02";0.84;994
"1819-02-03";0.67;995
"1819-02-04";0.5;996
"1819-02-05";0.41;997
"1819-02-06";0.33;998
"1819-02-07";0.41;999
"1819-02-08";0.33;1000
"1819-02-09";0.33;1001
"1819-02-10";0.41;1002
"1819-02-11";0.41;1003
"1819-02-12";0.5;1004
"1819-02-13";0.67;1005
"1819-02-14";0.92;1006
"1819-02-15";1;1007
